hour,day,drivers,requests,traffic,weather,action_multiplier,reward_gmv,reward_cancel_rate
8,4,55,64,0.23764940131988468,0.6068898379395664,1.3,23268.587094305567,0.06776494013198847
9,4,79,71,0.5046296319604002,0.8464951975367888,1.3,25074.32054910165,0.09446296319604003
10,4,73,72,0.7510651001076092,0.5627172380907729,1.6,29614.239014028102,0.1431065100107609
11,4,99,87,0.586623790445746,0.8945741994857724,1.0,24046.9119069366,0.0786623790445746
12,4,59,72,0.7171211014661196,0.5240509376255825,0.8,15971.694736666548,0.07571211014661197
13,4,72,84,0.7738466953476595,0.7230106787617013,1.3,28783.438226041064,0.12138466953476595
14,4,57,77,0.8691304620234505,0.7123028205657375,0.8,16799.926906180663,0.09091304620234505
15,4,58,71,0.652886456813258,0.7908646715144192,1.3,24663.797401084088,0.10928864568132579
16,4,57,51,0.49904370066259773,0.7119114068487284,1.6,21593.701020777964,0.11790437006625978
17,4,31,40,0.457782231963166,0.9545635869973685,1.6,17015.45811463072,0.11377822319631661
18,4,54,55,0.20964528832598894,0.5062156675794791,2.0,29008.17054852424,0.1209645288325989
19,4,44,60,0.41118277074467935,0.6554792339817516,1.0,16899.87101265958,0.061118277074467944
20,4,76,65,0.3038184724269443,0.6649569408184877,1.6,28130.486366027933,0.09838184724269444
21,4,61,73,0.3135952459900635,0.626355396470183,1.6,31558.442258050818,0.09935952459900635
22,4,87,78,0.47671216453113463,0.44730697516699097,1.0,21816.493534997142,0.06767121645311347
23,4,88,75,0.762844728021905,0.5284983203538389,1.3,25731.679170535925,0.12028447280219051
0,5,63,77,0.713682136515933,0.7907542903315563,1.0,20989.394264648196,0.09136821365159331
1,5,70,74,0.7850899184680319,0.5851605562012473,1.0,20013.100381000968,0.0985089918468032
2,5,62,69,0.8212097602390331,0.5784565017387971,1.0,18586.095796305202,0.10212097602390333
3,5,50,53,0.5047017443533287,0.6369454016054699,1.3,18717.30149442167,0.09447017443533287
4,5,49,61,0.565591989896465,0.8592260514204262,2.0,30869.93331697894,0.15655919898964651
5,5,49,55,0.5312262127813903,0.8156280364390006,1.6,23202.362798257134,0.12112262127813903
6,5,30,37,0.2605696483354022,0.6252362786785147,1.0,10588.767690347702,0.04605696483354022
7,5,41,50,0.27491099295573057,0.7161053788770388,1.3,18105.923563736327,0.07149109929557307
8,5,31,40,0.27978013003496616,0.7288426932415275,2.0,20928.52768791608,0.12797801300349662
9,5,64,71,0.37554681371467163,0.6138343725771279,1.3,25431.750872824072,0.08155468137146718
10,5,101,85,0.4560337404500636,0.8818593078753195,1.6,36164.98233896374,0.11360337404500637
11,5,88,76,0.6749522759132682,0.8759621091350027,1.0,20805.108810917747,0.08749522759132683
12,5,64,90,0.8718567632759749,0.8802085394553484,1.6,36495.97878264779,0.1551856763275975
13,5,88,78,0.7799481685000447,0.4222965017758067,1.6,31973.954057135838,0.14599481685000448
14,5,76,81,0.71603456966077,0.9706653121301346,1.6,33452.21759315893,0.139603456966077
15,5,75,70,0.5989270816970805,0.5925625333525244,1.6,29302.80500549781,0.12789270816970805
16,5,58,56,0.5599202308447983,0.8027902724731696,1.0,15523.334012180738,0.07599202308447983
17,5,33,46,0.3172978073600344,0.9377988199902737,2.0,23964.258051686305,0.13172978073600344
18,5,49,45,0.42747827948578937,0.7642772482213622,0.8,10295.123458155349,0.04674782794857894
19,5,41,57,0.24465647945250493,0.44177111017821347,0.8,13290.589936108972,0.0284656479452505
20,5,45,55,0.39310806222297506,0.7335714228292414,2.0,28402.743394664183,0.13931080622229752
21,5,32,39,0.18807405178632375,0.8680569045427399,1.0,11245.953359410003,0.038807405178632376
22,5,49,59,0.4255865321773334,0.7207472152702763,0.8,13500.729470436896,0.046558653217733344
23,5,65,72,0.5799549350654242,0.2948722107344637,2.0,36374.59468051737,0.15799549350654243
0,6,76,64,0.725358726497767,0.8329576502610144,1.6,26402.73799219886,0.1405358726497767
1,6,62,68,0.8022485306110817,0.28722429007943073,1.0,18355.412997553394,0.10022485306110818
2,6,70,68,0.88205373323336,0.6377219625392561,1.0,18192.610384203945,0.108205373323336
3,6,83,75,0.6232057351906444,0.4966222861834429,1.3,26140.123224567367,0.10632057351906445
4,6,54,70,0.5542410503653664,0.6551927148889976,0.8,15801.675035386184,0.05942410503653665
5,6,33,46,0.5472601767534078,0.6762343513639559,1.6,19370.20952972848,0.12272601767534078
6,6,50,47,0.5146261999435904,0.8047407788345726,1.0,13092.377058079537,0.07146261999435904
7,6,31,30,0.4260333162641424,0.8691083703928655,0.8,6864.456012289817,0.04660333162641425
8,6,43,55,0.44724425240260385,0.7476439243872859,2.0,28224.093967071407,0.14472442524026038
9,6,80,72,0.38790439209244504,0.9370236066704553,1.0,20330.12651308032,0.05879043920924451
10,6,82,77,0.64526652780716,0.613621990093873,1.0,21147.43432076546,0.084526652780716
11,6,58,70,0.6697927873405994,0.5435885263036186,0.8,15607.548117267792,0.07097927873405994
12,6,111,96,0.816993776597058,0.7378089883094847,1.3,32733.815300420614,0.12569937765970582
13,6,80,78,0.8698182806312343,0.44340472486245724,1.0,20896.62522332291,0.10698182806312344
14,6,56,67,0.7041112590671945,0.5463991320103134,1.0,18282.73636927494,0.09041112590671946
15,6,88,78,0.667834454023255,0.5993411758018959,1.3,27049.967590861263,0.11078344540232551
16,6,71,67,0.39154547800563666,0.8992799348821054,1.0,18910.99358920867,0.05915454780056367
17,6,46,48,0.5056489345662082,0.3961669237588856,1.3,16949.74519449206,0.09456489345662084
18,6,36,50,0.46114696716643033,0.8679139963182544,1.0,14008.279549250354,0.06611469671664304
19,6,54,67,0.19078528573341041,0.7744280399295713,1.0,19314.521575675844,0.03907852857334104
20,6,47,53,0.20038221808465212,0.8227754973027863,1.0,15263.392273245405,0.04003822180846521
21,6,50,56,0.2998344667037719,0.549783185724533,1.6,24246.204953500262,0.0979834466703772
22,6,64,87,0.5590850595464495,0.879426785492093,2.0,44061.57598916753,0.15590850595464495
23,6,77,70,0.6664326101842777,0.8444032622650892,1.6,29075.986429780827,0.13464326101842777
0,0,75,83,0.7444871110933958,0.8164331321724922,2.0,41112.45418675489,0.17444871110933957
1,0,88,76,0.7428308993919508,0.8564224320379512,1.0,20650.34554938635,0.09428308993919508
2,0,66,71,0.796299248168517,0.8151404603476778,1.3,24266.687381821375,0.12362992481685173
3,0,92,80,0.5064899925120339,0.834825119789846,1.0,22304.42401797112,0.0706489992512034
4,0,52,62,0.5586102331538462,0.9206190517482448,2.0,31401.969932667693,0.15586102331538462
5,0,56,50,0.49769864468221625,0.7229816901132904,1.6,21173.52325276268,0.11776986446822163
6,0,63,56,0.2606076071716392,0.8457579306503854,0.8,13035.983375961318,0.030060760717163928
7,0,38,45,0.41350272753660766,0.8238332332372672,1.3,16052.102713173255,0.08535027275366078
8,0,42,59,0.19966047443586696,0.6663067244573702,2.0,31153.20192049703,0.1199660474435867
9,0,37,37,0.38459622742978583,0.7298018259403785,2.0,19126.196375105872,0.1384596227429786
10,0,55,62,0.691043911463972,0.7616886810457231,1.3,21445.135822080116,0.1131043911463972
11,0,99,84,0.6438340550690629,0.9129649281957504,1.0,23073.538181225962,0.08438340550690629
12,0,59,65,0.95,0.5914480550329649,2.0,31394.999999999996,0.195
13,0,40,57,0.7154452177689727,0.7767140892134328,0.8,12646.550942092044,0.07554452177689729
14,0,63,74,0.8105104642226093,0.7753764559158061,2.0,36361.33353885161,0.18105104642226094
15,0,78,67,0.7690582588277247,0.6715986200259961,2.0,33088.38579951254,0.17690582588277248
16,0,55,62,0.5290137318388415,0.9685221661098867,1.3,21836.92479641368,0.09690137318388416
17,0,32,44,0.3401016695081003,0.8678312340776225,1.0,12487.065796249308,0.054010166950810026
18,0,71,60,0.30574530742835226,0.7330238174469312,0.8,13902.126757303175,0.03457453074283523
19,0,29,25,0.19937863283881885,0.7763029061175756,1.0,7200.466025370885,0.03993786328388189
20,0,53,71,0.3439324395906141,0.36558319903714936,2.0,36874.847807343984,0.1343932439590614
21,0,52,54,0.223188479938358,0.552055243335921,0.8,12618.90772999989,0.026318847993835805
22,0,75,64,0.37871768125270483,0.5728850510341231,1.3,22916.48066759325,0.0818717681252705
23,0,68,80,0.7072273080165273,0.8583408737547689,2.0,39805.30892152067,0.17072273080165273
0,1,61,74,0.8439103837269469,0.9573313046044765,1.0,19882.518948126177,0.1043910383726947
1,1,67,64,0.7221437196352929,0.8153594284117901,1.0,17429.484058300237,0.0922143719635293
2,1,53,68,0.8125494777984192,0.8843207525237329,1.3,23198.23878487859,0.12525494777984195
3,1,64,69,0.8612966725243496,0.3941189392011976,1.3,23408.210654236977,0.13012966725243497
4,1,63,53,0.48961657072349135,0.723890687018999,1.0,14803.509652549648,0.06896165707234914
5,1,41,35,0.6018740364272486,0.8679315846564353,1.3,12227.841940276809,0.10418740364272486
6,1,48,48,0.18993199919133688,0.45771133992021684,0.8,11255.11833693158,0.02299319991913369
7,1,45,50,0.43267512722907947,0.38046849333802485,2.0,25701.97461831276,0.14326751272290794
8,1,46,55,0.3235611937281131,0.4923616741511148,0.8,12720.099224278893,0.036356119372811316
9,1,59,56,0.35367614114678714,0.6046542025764491,1.6,24101.478532597437,0.10336761411467872
10,1,75,83,0.6274593480625538,0.6984748699819652,1.6,34631.081957318784,0.1307459348062554
11,1,101,90,0.6657803140065931,0.691027171186234,1.3,31218.711097836862,0.1105780314006593
12,1,85,78,0.7139267902311716,0.7589243567547471,0.8,17308.649048687246,0.07539267902311717
13,1,59,84,0.8164660379160799,0.8694025500053831,2.0,41245.01116890296,0.181646603791608
14,1,58,66,0.9343207241811551,0.5327569778384462,1.3,22202.498455957706,0.13743207241811553
15,1,78,66,0.6039976180637712,0.6952554435320464,1.0,18208.084716233734,0.08039976180637712
16,1,59,53,0.5859407333334514,0.7861494293701023,1.0,14650.354233999813,0.07859407333334514
17,1,46,48,0.44837622280321293,0.7983451568179046,1.6,20440.221182661397,0.11283762228032129
18,1,32,37,0.3569891280286009,0.5710491704058008,1.3,13279.944688254729,0.0796989128028601
19,1,68,70,0.2427024985913923,0.7385384360008336,1.0,20070.324752958077,0.04427024985913923
20,1,43,59,0.27939242514934454,0.6861983917249348,1.0,16851.47540748566,0.047939242514934456
21,1,55,59,0.46357286055112534,0.7079692276868683,1.6,25081.401658919218,0.11435728605511254
22,1,47,63,0.7494075299635582,0.7928741128599643,2.0,31187.23953673775,0.1749407529963558
23,1,56,75,0.6642853522022646,0.7409357053829931,2.0,37510.71591508981,0.16642853522022646
0,2,63,83,0.7840047250973043,0.6413930935507469,1.0,22449.828234507713,0.09840047250973044
1,2,54,65,0.6730884735725486,0.9161493029918466,1.6,26978.363962453644,0.13530884735725487
2,2,54,77,0.7326691101325336,0.8181363355502224,1.0,20945.534355593845,0.09326691101325336
3,2,63,72,0.7472792226289134,0.5309141694550882,1.6,29627.323006594474,0.14272792226289135
4,2,30,41,0.5491979987838345,0.47970302909791845,2.0,20788.97292299177,0.15491979987838345
5,2,57,57,0.24356956785562126,0.8174684999738445,1.6,24833.113662347023,0.09235695678556213
6,2,44,46,0.29778382590419106,0.6954707710777781,1.3,16616.41581632788,0.0737783825904191
7,2,41,49,0.41560798051434605,0.9005809764518576,1.0,13795.056268643912,0.061560798051434606
8,2,38,54,0.24324867137001271,0.7455159178895143,1.6,23526.939443808926,0.09232486713700128
9,2,49,59,0.29857293888106673,0.8406453372864994,1.0,16817.525898180513,0.049857293888106675
10,2,56,74,0.6237270183515055,0.7568419675233854,1.0,20371.326019259657,0.08237270183515055
11,2,66,71,0.814962516911535,0.8449946839906053,2.0,34868.259677956856,0.18149625169115352
12,2,60,67,0.8327925955999991,0.7181092325011591,0.8,14676.549506275202,0.08727925955999992
13,2,45,63,0.8206633137193536,0.9088805496398994,1.6,25701.99413931268,0.15006633137193537
14,2,76,66,0.9126885423643982,0.9175163834231096,1.0,17596.876686118492,0.11126885423643983
15,2,50,60,0.6849501191908959,0.14831724332686905,1.6,24868.943656730222,0.13649501191908958
16,2,55,75,0.6561756029237041,0.5398208529407307,1.6,31189.76782947467,0.13361756029237043
17,2,51,44,0.48677756041068265,0.9527361893107903,2.0,22474.9072405158,0.14867775604106828
18,2,55,72,0.11937956729280813,0.3115120188044969,2.0,38364.280269295064,0.11193795672928082
19,2,34,46,0.3105855888489839,0.8169156596838095,1.0,13095.391887388401,0.051058558884898395
20,2,70,59,0.4527628895746,0.9274684492205506,1.3,20955.752591088847,0.08927628895746001
21,2,58,66,0.37835609832778466,0.8708382108754456,2.0,34141.70985062198,0.13783560983277848
22,2,87,79,0.3677614290226181,0.694339514142547,1.6,33946.88866114624,0.10477614290226181
23,2,69,74,0.7770267961844263,0.7452453252850041,1.0,20031.00051247057,0.09770267961844263
0,3,83,80,0.567652552257808,0.7377827718913784,2.0,40475.26774916252,0.1567652552257808
1,3,59,74,0.794273056352365,0.9394891947654772,0.8,16278.331051918201,0.08342730563523651
2,3,92,78,0.7231296279894014,0.9512436218085413,1.6,32186.68267280768,0.14031296279894015
3,3,67,63,0.7454253730208831,0.5656846193653199,2.0,31202.29208998106,0.1745425373020883
4,3,54,67,0.6120793102435843,0.7387009893430718,1.6,28004.67293825663,0.12920793102435843
5,3,56,51,0.43831564035500425,0.9636087080504162,1.6,21742.36331241095,0.11183156403550043
6,3,33,46,0.5686045753338829,0.6767680585955379,1.6,19323.081097662787,0.12486045753338829
7,3,47,55,0.2985489125860544,0.8079310557006555,1.0,15677.39429423301,0.04985489125860544
8,3,77,73,0.29271151035972565,0.5190566324391341,2.0,38137.923584624405,0.1292711510359726
9,3,52,59,0.48111640670324685,0.5421493910374744,0.8,13422.099168108203,0.05211164067032469
10,3,76,89,0.45155364474237314,0.37081985053038063,1.0,24960.35176853786,0.06515536447423732
11,3,50,69,0.5639804117528637,0.763466361328521,1.6,28999.936876274518,0.12439804117528638
12,3,47,66,0.8132631492101998,0.8820436899183081,2.0,32419.477929127606,0.18132631492102
13,3,48,68,0.5814972691129743,0.8936760977030043,1.6,28522.472913615256,0.12614972691129744
14,3,72,75,0.8663151152495793,0.42911536484667423,1.3,25429.02828789498,0.13063151152495794
15,3,89,82,0.6195378592048341,0.8281487215049053,1.0,22583.936866356107,0.08195378592048341
16,3,70,61,0.5823125165623887,0.8535068831622755,1.3,21357.918523098077,0.10223125165623888
17,3,53,55,0.5137179823336203,0.5486900735248887,0.8,12469.092263319622,0.05537179823336204
18,3,56,49,0.30408498041583115,0.7867269534160677,0.8,11355.356063030982,0.03440849804158312
19,3,66,62,0.29888235986927747,0.8159434905096908,1.0,17672.078810643143,0.04988823598692775
20,3,53,57,0.24062295259115493,0.8964581973813667,1.0,16346.534751069124,0.044062295259115494
21,3,65,56,0.46877129648106286,0.2216377187283932,2.0,28664.92844382363,0.14687712964810629
22,3,71,78,0.659442675041447,0.8169051135772922,1.6,32425.12662464483,0.13394426750414473
23,3,58,76,0.8341172055925031,0.7501994091936119,1.6,30956.500433998546,0.15141172055925034
0,4,61,78,0.725428565543093,0.4521079315495488,2.0,38724.99431325833,0.1725428565543093
1,4,58,66,0.7696578747901419,0.7021836486548287,2.0,32592.154815831036,0.1769657874790142
2,4,92,86,0.8567109581287486,0.8483618155166627,2.0,42019.371456055655,0.1856710958128749
3,4,68,78,0.7801213755892521,0.8468826224663564,2.0,38469.0319622423,0.17801213755892523
4,4,61,63,0.5972183269897613,0.6227248572504548,1.6,26377.69177918296,0.12772183269897613
5,4,49,61,0.3752483599353436,0.8325223141960965,1.3,21850.52415171382,0.08152483599353437
6,4,30,42,0.29325555988044866,0.770167299386265,1.6,18197.91679128102,0.09732555598804488
7,4,42,57,0.355492930134897,0.7650486195308741,1.6,24526.891343150925,0.10354929301348971
8,4,56,56,0.4337639104316333,0.5488672177922899,1.0,15735.276630474857,0.06337639104316334
9,4,62,72,0.3347907901079118,0.43713265654200073,2.0,37433.70378673382,0.1334790790107912
10,4,61,69,0.5716720612561433,0.6701049089122902,0.8,15547.071066559829,0.06116720612561434
11,4,64,86,0.7891377142051608,0.7019140939696434,2.0,42368.04939470137,0.1789137714205161
12,4,61,79,0.4992652809705137,0.9020581965623252,1.0,22042.74128409988,0.06992652809705137
13,4,97,94,0.95,0.8834557600895911,2.0,45401.99999999999,0.195
14,4,49,61,0.8881406428519641,0.5526916235299512,2.0,29689.405247161812,0.18881406428519643
15,4,88,77,0.7400188126580121,0.6162573479488668,1.6,31711.610468415987,0.1420018812658012
16,4,56,57,0.522008886908586,0.502002851039842,0.8,12911.171842709056,0.05620088869085861
17,4,33,36,0.5051071553411794,0.9483544922237636,1.0,10038.484272231526,0.07051071553411795
18,4,34,46,0.2790328628656656,0.8900638881824164,1.0,13138.93464924538,0.047903286286566565
19,4,42,48,0.2266311963884699,0.8780505990470373,0.8,11212.840861760482,0.026663119638846995
20,4,71,77,0.4003520332370696,0.6925900291992244,1.3,27506.42284418908,0.08403520332370697
21,4,83,74,0.3909505424352444,0.6498688992354043,2.0,38224.17959158752,0.13909505424352445
22,4,90,77,0.5436660843188774,0.9578751775917607,0.8,17401.385076178714,0.05836660843188775
23,4,67,61,0.6861372053920098,0.6605914571603446,0.8,13576.9351313061,0.072613720539201
0,5,85,85,0.6822085628994957,0.8630933407209511,1.0,23250.368164606287,0.08822085628994958
1,5,62,67,0.879142810888845,0.5200841266661205,0.8,14602.018360090737,0.09191428108888451
2,5,62,59,0.95,0.7755012889867334,0.8,12758.16,0.099
3,5,59,60,0.8016276538126708,0.8960967645849286,1.0,16197.070223137192,0.10016276538126709
4,5,48,48,0.6591637362251802,0.6563926334404905,1.6,19954.566751737188,0.13391637362251801
5,5,40,50,0.35622083027105933,0.48060060999635784,0.8,11524.53500367473,0.03962208302710594
6,5,60,53,0.25712507848868504,0.6120787289913919,2.0,27802.342250405978,0.1257125078488685
7,5,72,67,0.3352834219269682,0.5882583040316433,1.0,19024.080321926795,0.05352834219269682
8,5,48,52,0.2601501561851627,0.7691703356415729,2.0,27268.331512702294,0.12601501561851627
9,5,40,49,0.3942587995821895,0.4808027339652075,1.0,13826.439564614182,0.05942587995821895
